 1 ~OE,1,14,VCC
 -> 1 A,2,13,4 ~OE
 <- 1 Y,3,12,4 A <-
 2 ~OE,4,11,4 Y ->
 -> 2 A,5,10,3 ~OE
 <- 2 Y,6,9,3 A <-
 GND,7,8,3 Y ->
