year,region,industry_type,property,value,unit
2006,World,alcref,def,0.0,kg/yr
2006,World,beer,def,0.0,kg/yr
2006,World,coffee,def,0.0,kg/yr
2006,World,dairy,def,0.0,kg/yr
2006,World,fish,def,0.0,kg/yr
2006,World,meat,def,0.0,kg/yr
2006,World,orgchem,def,0.0,kg/yr
2006,World,petref,def,0.0,kg/yr
2006,World,plastics,def,0.0,kg/yr
2006,World,pulp,def,0.0,kg/yr
2006,World,soap,def,0.0,kg/yr
2006,World,starch,def,0.0,kg/yr
2006,World,sugar,def,0.0,kg/yr
2006,World,vegoils,def,0.0,kg/yr
2006,World,fruits,def,0.0,kg/yr
2006,World,wine,def,0.0,kg/yr
2006,World,iron,def,0.0,kg/yr
2006,World,nfertil,def,0.0,kg/yr
2006,World,alcref,min,0.0,kg/yr
2006,World,beer,min,0.0,kg/yr
2006,World,coffee,min,0.0,kg/yr
2006,World,dairy,min,0.0,kg/yr
2006,World,fish,min,0.0,kg/yr
2006,World,meat,min,0.0,kg/yr
2006,World,orgchem,min,0.0,kg/yr
2006,World,petref,min,0.0,kg/yr
2006,World,plastics,min,0.0,kg/yr
2006,World,pulp,min,0.0,kg/yr
2006,World,soap,min,0.0,kg/yr
2006,World,starch,min,0.0,kg/yr
2006,World,sugar,min,0.0,kg/yr
2006,World,vegoils,min,0.0,kg/yr
2006,World,fruits,min,0.0,kg/yr
2006,World,wine,min,0.0,kg/yr
2006,World,iron,min,0.0,kg/yr
2006,World,nfertil,min,0.0,kg/yr
2006,World,alcref,max,0.0,kg/yr
2006,World,beer,max,0.0,kg/yr
2006,World,coffee,max,0.0,kg/yr
2006,World,dairy,max,0.0,kg/yr
2006,World,fish,max,0.0,kg/yr
2006,World,meat,max,0.0,kg/yr
2006,World,orgchem,max,0.0,kg/yr
2006,World,petref,max,0.0,kg/yr
2006,World,plastics,max,0.0,kg/yr
2006,World,pulp,max,0.0,kg/yr
2006,World,soap,max,0.0,kg/yr
2006,World,starch,max,0.0,kg/yr
2006,World,sugar,max,0.0,kg/yr
2006,World,vegoils,max,0.0,kg/yr
2006,World,fruits,max,0.0,kg/yr
2006,World,wine,max,0.0,kg/yr
2006,World,iron,max,0.0,kg/yr
2006,World,nfertil,max,0.0,kg/yr
2006,World,alcref,abs_min,0.0,kg/yr
2006,World,beer,abs_min,0.0,kg/yr
2006,World,coffee,abs_min,0.0,kg/yr
2006,World,dairy,abs_min,0.0,kg/yr
2006,World,fish,abs_min,0.0,kg/yr
2006,World,meat,abs_min,0.0,kg/yr
2006,World,orgchem,abs_min,0.0,kg/yr
2006,World,petref,abs_min,0.0,kg/yr
2006,World,plastics,abs_min,0.0,kg/yr
2006,World,pulp,abs_min,0.0,kg/yr
2006,World,soap,abs_min,0.0,kg/yr
2006,World,starch,abs_min,0.0,kg/yr
2006,World,sugar,abs_min,0.0,kg/yr
2006,World,vegoils,abs_min,0.0,kg/yr
2006,World,fruits,abs_min,0.0,kg/yr
2006,World,wine,abs_min,0.0,kg/yr
2006,World,iron,abs_min,0.0,kg/yr
2006,World,nfertil,abs_min,0.0,kg/yr
2006,World,alcref,abs_max,inf,kg/yr
2006,World,beer,abs_max,inf,kg/yr
2006,World,coffee,abs_max,inf,kg/yr
2006,World,dairy,abs_max,inf,kg/yr
2006,World,fish,abs_max,inf,kg/yr
2006,World,meat,abs_max,inf,kg/yr
2006,World,orgchem,abs_max,inf,kg/yr
2006,World,petref,abs_max,inf,kg/yr
2006,World,plastics,abs_max,inf,kg/yr
2006,World,pulp,abs_max,inf,kg/yr
2006,World,soap,abs_max,inf,kg/yr
2006,World,starch,abs_max,inf,kg/yr
2006,World,sugar,abs_max,inf,kg/yr
2006,World,vegoils,abs_max,inf,kg/yr
2006,World,fruits,abs_max,inf,kg/yr
2006,World,wine,abs_max,inf,kg/yr
2006,World,iron,abs_max,inf,kg/yr
2006,World,nfertil,abs_max,inf,kg/yr
