year,region,pigironprocess_type,property,value,unit
2019,World,undefined,def,1.43,t/t
2019,World,undefined,min,1.287,t/t
2019,World,undefined,max,1.573,t/t
2019,World,undefined,abs_min,0.0,t/t
2019,World,undefined,abs_max,inf,t/t
