year,region,driprocess_type,property,value,unit
2019,World,undefined,def,0.7,t/t
2019,World,undefined,min,0.630,t/t
2019,World,undefined,max,0.770,t/t
2019,World,undefined,abs_min,0.0,t/t
2019,World,undefined,abs_max,inf,t/t
